County,STI_Disease,Year,Cases,Rate,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,H_MALE,H_FEMALE
Huron,Gonorrhoea,2023,97,246.4,39862,19625,20236,15094,15405,4162,509,487,1040
Huron,Gonorrhoea,2024,74,189.2,40020,19703,20316,15154,15466,4178,511,489,1044
Huron,Syphillis,2020,7,18.5,39390,19393,19997,14916,15223,4113,503,482,1028
Huron,Syphillis,2021,10,26.9,39547,19470,20076,14975,15283,4129,505,483,1032
Huron,Syphillis,2022,8,20.7,39705,19548,20156,15035,15344,4145,507,485,1036
Huron,Syphillis,2023,11,29.1,39862,19625,20236,15094,15405,4162,509,487,1040
Huron,Syphillis,2024,8,22.8,40020,19703,20316,15154,15466,4178,511,489,1044
Jackson,Chlaydia,2020,509,343.3,148435,73457,74978,57252,61924,8335,16240,1497,6053
Jackson,Chlaydia,2021,432,291.3,149028,73750,75277,57481,62171,8368,16304,1502,6077
Jackson,Chlaydia,2022,477,321.8,149622,74044,75577,57710,62419,8401,16369,1508,6101
Jackson,Chlaydia,2023,378,255.2,150216,74338,75877,57939,62667,8435,16434,1514,6125
Jackson,Chlaydia,2024,400,269.8,150809,74632,76177,58168,62914,8468,16499,1520,6149
Jackson,Gonorrhoea,2020,138,93.4,148435,73457,74978,57252,61924,8335,16240,1497,6053
Jackson,Gonorrhoea,2021,192,129.5,149028,73750,75277,57481,62171,8368,16304,1502,6077
Jackson,Gonorrhoea,2022,216,146.0,149622,74044,75577,57710,62419,8401,16369,1508,6101
Jackson,Gonorrhoea,2023,168,113.8,150216,74338,75877,57939,62667,8435,16434,1514,6125
Jackson,Gonorrhoea,2024,255,171.9,150809,74632,76177,58168,62914,8468,16499,1520,6149
Jackson,Syphillis,2020,18,12.3,148435,73457,74978,57252,61924,8335,16240,1497,6053
Jackson,Syphillis,2021,25,17.3,149028,73750,75277,57481,62171,8368,16304,1502,6077
Jackson,Syphillis,2022,25,17.3,149622,74044,75577,57710,62419,8401,16369,1508,6101
Jackson,Syphillis,2023,18,12.7,150216,74338,75877,57939,62667,8435,16434,1514,6125
Jackson,Syphillis,2024,15,10.3,150809,74632,76177,58168,62914,8468,16499,1520,6149
Jefferson,Chlaydia,2020,774,459.3,168568,84979,83589,64616,70006,12142,3233,5207,4793
Jefferson,Chlaydia,2021,683,405.5,169242,85318,83923,64874,70286,12190,3245,5227,4812
Jefferson,Chlaydia,2022,577,342.6,169916,85658,84257,65132,70566,12239,3258,5248,4831
Jefferson,Chlaydia,2023,616,365.8,170590,85998,84592,65391,70846,12287,3271,5269,4850
Jefferson,Chlaydia,2024,1023,606.9,171265,86338,84926,65649,71126,12336,3284,5290,4869
Jefferson,Gonorrhoea,2020,235,139.8,168568,84979,83589,64616,70006,12142,3233,5207,4793
Jefferson,Gonorrhoea,2021,311,185.0,169242,85318,83923,64874,70286,12190,3245,5227,4812
Jefferson,Gonorrhoea,2022,332,197.3,169916,85658,84257,65132,70566,12239,3258,5248,4831
Jefferson,Gonorrhoea,2023,327,194.1,170590,85998,84592,65391,70846,12287,3271,5269,4850
Jefferson,Gonorrhoea,2024,238,141.7,171265,86338,84926,65649,71126,12336,3284,5290,4869
Jefferson,Syphillis,2020,31,18.5,168568,84979,83589,64616,70006,12142,3233,5207,4793
Jefferson,Syphillis,2021,37,22.0,169242,85318,83923,64874,70286,12190,3245,5227,4812
Jefferson,Syphillis,2022,30,18.0,169916,85658,84257,65132,70566,12239,3258,5248,4831
Jefferson,Syphillis,2023,30,18.3,170590,85998,84592,65391,70846,12287,3271,5269,4850
Jefferson,Syphillis,2024,37,22.2,171265,86338,84926,65649,71126,12336,3284,5290,4869
Knox,Chlaydia,2020,203,335.6,60722,29837,30885,27371,23966,2976,5316,1527,571
Knox,Chlaydia,2021,150,248.3,60964,29956,31008,27480,24061,2987,5337,1533,573
Knox,Chlaydia,2022,284,468.1,61207,30075,31132,27589,24157,2999,5358,1539,575
Knox,Chlaydia,2023,274,452.2,61450,30195,31255,27699,24253,3011,5379,1545,577
Knox,Chlaydia,2024,300,495.3,61693,30314,31379,27808,24349,3023,5401,1551,580
Knox,Gonorrhoea,2020,94,155.1,60722,29837,30885,27371,23966,2976,5316,1527,571
Knox,Gonorrhoea,2021,65,107.6,60964,29956,31008,27480,24061,2987,5337,1533,573
Knox,Gonorrhoea,2022,91,150.2,61207,30075,31132,27589,24157,2999,5358,1539,575
Knox,Gonorrhoea,2023,95,156.9,61450,30195,31255,27699,24253,3011,5379,1545,577
Knox,Gonorrhoea,2024,71,117.0,61693,30314,31379,27808,24349,3023,5401,1551,580
Knox,Syphillis,2020,8,13.4,60722,29837,30885,27371,23966,2976,5316,1527,571
Knox,Syphillis,2021,7,11.8,60964,29956,31008,27480,24061,2987,5337,1533,573
Knox,Syphillis,2022,10,16.6,61207,30075,31132,27589,24157,2999,5358,1539,575
Knox,Syphillis,2023,12,19.9,61450,30195,31255,27699,24253,3011,5379,1545,577
Knox,Syphillis,2024,6,11.0,61693,30314,31379,27808,24349,3023,5401,1551,580
Lake,Chlaydia,2020,469,369.2,127230,61980,65250,45212,49471,5773,6567,844,919
Lake,Chlaydia,2021,524,412.2,127738,62227,65511,45392,49668,5796,6593,847,922
Lake,Chlaydia,2022,668,525.1,128247,62475,65772,45573,49866,5819,6619,850,926
Lake,Chlaydia,2023,618,486.3,128756,62723,66033,45754,50064,5842,6645,854,930
Lake,Chlaydia,2024,377,296.9,129265,62971,66294,45935,50262,5865,6672,857,933
Lake,Gonorrhoea,2020,275,216.3,127230,61980,65250,45212,49471,5773,6567,844,919
Lake,Gonorrhoea,2021,199,157.0,127738,62227,65511,45392,49668,5796,6593,847,922
Lake,Gonorrhoea,2022,218,171.6,128247,62475,65772,45573,49866,5819,6619,850,926
Lake,Gonorrhoea,2023,157,123.4,128756,62723,66033,45754,50064,5842,6645,854,930
Lake,Gonorrhoea,2024,214,168.8,129265,62971,66294,45935,50262,5865,6672,857,933
Lake,Syphillis,2020,24,19.6,127230,61980,65250,45212,49471,5773,6567,844,919
Lake,Syphillis,2021,30,23.6,127738,62227,65511,45392,49668,5796,6593,847,922
Lake,Syphillis,2022,29,23.5,128247,62475,65772,45573,49866,5819,6619,850,926
Lake,Syphillis,2023,23,18.1,128756,62723,66033,45754,50064,5842,6645,854,930
Lake,Syphillis,2024,32,25.7,129265,62971,66294,45935,50262,5865,6672,857,933
Lawrence,Chlaydia,2020,169,349.1,48656,24175,24481,19620,19881,2851,3245,1160,277
Lawrence,Chlaydia,2021,221,454.4,48850,24271,24578,19698,19960,2862,3257,1164,278
Lawrence,Chlaydia,2022,211,434.4,49045,24368,24676,19776,20040,2873,3270,1169,279
Lawrence,Chlaydia,2023,164,338.3,49239,24465,24774,19855,20119,2885,3283,1173,280
Lawrence,Chlaydia,2024,256,526.3,49434,24561,24872,19933,20199,2896,3296,1178,281
Lawrence,Gonorrhoea,2020,59,121.7,48656,24175,24481,19620,19881,2851,3245,1160,277
Lawrence,Gonorrhoea,2021,68,140.1,48850,24271,24578,19698,19960,2862,3257,1164,278
Lawrence,Gonorrhoea,2022,82,170.4,49045,24368,24676,19776,20040,2873,3270,1169,279
Lawrence,Gonorrhoea,2023,73,151.1,49239,24465,24774,19855,20119,2885,3283,1173,280
Lawrence,Gonorrhoea,2024,70,144.6,49434,24561,24872,19933,20199,2896,3296,1178,281
Lawrence,Syphillis,2020,9,18.9,48656,24175,24481,19620,19881,2851,3245,1160,277
Lawrence,Syphillis,2021,7,16.0,48850,24271,24578,19698,19960,2862,3257,1164,278
Lawrence,Syphillis,2022,7,16.2,49045,24368,24676,19776,20040,2873,3270,1169,279
Lawrence,Syphillis,2023,7,16.3,49239,24465,24774,19855,20119,2885,3283,1173,280
Lawrence,Syphillis,2024,8,18.2,49434,24561,24872,19933,20199,2896,3296,1178,281
Licking,Chlaydia,2020,637,369.3,172714,86696,86018,74561,73568,10727,11369,7789,4152
Licking,Chlaydia,2021,683,395.9,173404,87042,86362,74859,73862,10769,11414,7820,4168
Licking,Chlaydia,2022,846,490.4,174095,87389,86706,75157,74156,10812,11459,7851,4185
Licking,Chlaydia,2023,845,489.4,174786,87736,87050,75455,74450,10855,11505,7882,4201
Licking,Chlaydia,2024,631,365.5,175477,88083,87394,75753,74745,10898,11550,7913,4218
Licking,Gonorrhoea,2020,224,129.9,172714,86696,86018,74561,73568,10727,11369,7789,4152
Licking,Gonorrhoea,2021,326,188.9,173404,87042,86362,74859,73862,10769,11414,7820,4168
Licking,Gonorrhoea,2022,335,194.5,174095,87389,86706,75157,74156,10812,11459,7851,4185
Licking,Gonorrhoea,2023,317,183.6,174786,87736,87050,75455,74450,10855,11505,7882,4201
Licking,Gonorrhoea,2024,269,156.3,175477,88083,87394,75753,74745,10898,11550,7913,4218
Licking,Syphillis,2020,37,21.9,172714,86696,86018,74561,73568,10727,11369,7789,4152
Licking,Syphillis,2021,27,15.7,173404,87042,86362,74859,73862,10769,11414,7820,4168
Licking,Syphillis,2022,32,18.6,174095,87389,86706,75157,74156,10812,11459,7851,4185
Licking,Syphillis,2023,32,18.7,174786,87736,87050,75455,74450,10855,11505,7882,4201
Licking,Syphillis,2024,35,20.3,175477,88083,87394,75753,74745,10898,11550,7913,4218
Logan,Chlaydia,2020,307,292.8,104854,51161,53693,36286,48869,1831,10996,3196,3747
Logan,Chlaydia,2021,313,298.9,105273,51365,53907,36431,49064,1838,11039,3208,3761
Logan,Chlaydia,2022,390,372.7,105692,51570,54122,36576,49259,1845,11083,3221,3776
Logan,Chlaydia,2023,253,241.6,106112,51774,54337,36721,49455,1852,11127,3234,3791
Logan,Chlaydia,2024,358,341.9,106531,51979,54552,36866,49650,1860,11171,3247,3806
Logan,Gonorrhoea,2020,107,102.1,104854,51161,53693,36286,48869,1831,10996,3196,3747
Logan,Gonorrhoea,2021,138,132.1,105273,51365,53907,36431,49064,1838,11039,3208,3761
Logan,Gonorrhoea,2022,117,111.7,105692,51570,54122,36576,49259,1845,11083,3221,3776
Logan,Gonorrhoea,2023,212,202.3,106112,51774,54337,36721,49455,1852,11127,3234,3791
Logan,Gonorrhoea,2024,144,137.4,106531,51979,54552,36866,49650,1860,11171,3247,3806
Logan,Syphillis,2020,16,15.3,104854,51161,53693,36286,48869,1831,10996,3196,3747
Logan,Syphillis,2021,19,18.5,105273,51365,53907,36431,49064,1838,11039,3208,3761
Logan,Syphillis,2022,14,13.4,105692,51570,54122,36576,49259,1845,11083,3221,3776
Logan,Syphillis,2023,17,16.7,106112,51774,54337,36721,49455,1852,11127,3234,3791
Logan,Syphillis,2024,15,14.6,106531,51979,54552,36866,49650,1860,11171,3247,3806
Lorain,Chlaydia,2020,2271,721.0,315000,157428,157572,139650,111593,32161,16320,12123,13348
Lorain,Chlaydia,2021,1597,507.0,316260,158057,158202,140208,112039,32289,16385,12171,13401
Lorain,Chlaydia,2022,2485,788.9,317520,158687,158832,140767,112485,32418,16450,12219,13454
Lorain,Chlaydia,2023,1349,428.4,318780,159317,159462,141325,112932,32546,16515,12268,13508
Lorain,Chlaydia,2024,1981,629.0,320040,159946,160093,141884,113378,32675,16581,12316,13561
Lorain,Gonorrhoea,2020,674,214.0,315000,157428,157572,139650,111593,32161,16320,12123,13348
Lorain,Gonorrhoea,2021,820,260.4,316260,158057,158202,140208,112039,32289,16385,12171,13401
Lorain,Gonorrhoea,2022,954,303.0,317520,158687,158832,140767,112485,32418,16450,12219,13454
Lorain,Gonorrhoea,2023,709,225.3,318780,159317,159462,141325,112932,32546,16515,12268,13508
Lorain,Gonorrhoea,2024,867,275.4,320040,159946,160093,141884,113378,32675,16581,12316,13561
Lorain,Syphillis,2020,98,31.3,315000,157428,157572,139650,111593,32161,16320,12123,13348
Lorain,Syphillis,2021,100,32.0,316260,158057,158202,140208,112039,32289,16385,12171,13401
Lorain,Syphillis,2022,73,23.4,317520,158687,158832,140767,112485,32418,16450,12219,13454
Lorain,Syphillis,2023,94,30.1,318780,159317,159462,141325,112932,32546,16515,12268,13508
Lorain,Syphillis,2024,87,27.9,320040,159946,160093,141884,113378,32675,16581,12316,13561
Lucas,Chlaydia,2020,3254,756.9,430000,214043,215957,168924,171490,18318,21631,3773,19119
Lucas,Chlaydia,2021,2329,541.7,431720,214899,216820,169599,172175,18391,21717,3788,19195
Lucas,Chlaydia,2022,2264,526.7,433440,215755,217684,170275,172861,18464,21804,3803,19271
Lucas,Chlaydia,2023,2705,629.1,435160,216611,218548,170951,173547,18537,21890,3818,19348
Lucas,Chlaydia,2024,2401,558.5,436880,217467,219412,171626,174233,18611,21977,3833,19424
Lucas,Gonorrhoea,2020,859,199.9,430000,214043,215957,168924,171490,18318,21631,3773,19119
Lucas,Gonorrhoea,2021,1030,239.6,431720,214899,216820,169599,172175,18391,21717,3788,19195
Lucas,Gonorrhoea,2022,1099,255.8,433440,215755,217684,170275,172861,18464,21804,3803,19271
Lucas,Gonorrhoea,2023,1459,339.4,435160,216611,218548,170951,173547,18537,21890,3818,19348
Lucas,Gonorrhoea,2024,1316,306.2,436880,217467,219412,171626,174233,18611,21977,3833,19424
Lucas,Syphillis,2020,149,34.8,430000,214043,215957,168924,171490,18318,21631,3773,19119
Lucas,Syphillis,2021,98,23.0,431720,214899,216820,169599,172175,18391,21717,3788,19195
Lucas,Syphillis,2022,129,30.2,433440,215755,217684,170275,172861,18464,21804,3803,19271
Lucas,Syphillis,2023,157,36.7,435160,216611,218548,170951,173547,18537,21890,3818,19348
Lucas,Syphillis,2024,134,31.3,436880,217467,219412,171626,174233,18611,21977,3833,19424
Madison,Chlaydia,2020,224,485.0,46233,23267,22966,20163,20128,4307,3958,1499,1324
Madison,Chlaydia,2021,276,597.9,46417,23360,23057,20243,20208,4324,3973,1504,1329
Madison,Chlaydia,2022,253,548.3,46602,23453,23149,20324,20289,4341,3989,1510,1334
Madison,Chlaydia,2023,208,452.0,46787,23546,23241,20404,20369,4358,4005,1516,1339
Madison,Chlaydia,2024,189,408.9,46972,23639,23333,20485,20450,4375,4021,1522,1345
Madison,Gonorrhoea,2020,84,182.2,46233,23267,22966,20163,20128,4307,3958,1499,1324
Madison,Gonorrhoea,2021,101,220.0,46417,23360,23057,20243,20208,4324,3973,1504,1329
Madison,Gonorrhoea,2022,111,240.5,46602,23453,23149,20324,20289,4341,3989,1510,1334
Madison,Gonorrhoea,2023,65,142.7,46787,23546,23241,20404,20369,4358,4005,1516,1339
Madison,Gonorrhoea,2024,76,166.2,46972,23639,23333,20485,20450,4375,4021,1522,1345
Madison,Syphillis,2020,10,22.6,46233,23267,22966,20163,20128,4307,3958,1499,1324
Madison,Syphillis,2021,9,19.9,46417,23360,23057,20243,20208,4324,3973,1504,1329
Madison,Syphillis,2022,8,17.6,46602,23453,23149,20324,20289,4341,3989,1510,1334
Madison,Syphillis,2023,7,16.5,46787,23546,23241,20404,20369,4358,4005,1516,1339
Madison,Syphillis,2024,8,18.9,46972,23639,23333,20485,20450,4375,4021,1522,1345
Mahoning,Chlaydia,2020,1054,468.8,225000,112276,112724,91960,80401,22325,24486,5362,3716
Mahoning,Chlaydia,2021,1578,701.5,225900,112725,113174,92327,80722,22414,24583,5383,3730
Mahoning,Chlaydia,2022,1390,617.8,226800,113174,113625,92695,81044,22503,24681,5404,3745
Mahoning,Chlaydia,2023,1505,669.1,227700,113623,114076,93063,81365,22592,24779,5426,3760
Mahoning,Chlaydia,2024,1513,672.7,228600,114072,114527,93431,81687,22682,24877,5447,3775
Mahoning,Gonorrhoea,2020,683,303.6,225000,112276,112724,91960,80401,22325,24486,5362,3716
Mahoning,Gonorrhoea,2021,436,194.2,225900,112725,113174,92327,80722,22414,24583,5383,3730
Mahoning,Gonorrhoea,2022,451,200.5,226800,113174,113625,92695,81044,22503,24681,5404,3745
Mahoning,Gonorrhoea,2023,589,261.8,227700,113623,114076,93063,81365,22592,24779,5426,3760
Mahoning,Gonorrhoea,2024,636,283.0,228600,114072,114527,93431,81687,22682,24877,5447,3775
Mahoning,Syphillis,2020,71,31.7,225000,112276,112724,91960,80401,22325,24486,5362,3716
Mahoning,Syphillis,2021,64,28.5,225900,112725,113174,92327,80722,22414,24583,5383,3730
Mahoning,Syphillis,2022,63,28.1,226800,113174,113625,92695,81044,22503,24681,5404,3745
Mahoning,Syphillis,2023,52,23.3,227700,113623,114076,93063,81365,22592,24779,5426,3760
Mahoning,Syphillis,2024,51,22.8,228600,114072,114527,93431,81687,22682,24877,5447,3775
Marion,Chlaydia,2020,325,371.2,87742,42885,44857,38276,38954,1134,6820,2538,3808
Marion,Chlaydia,2021,435,496.6,88092,43056,45036,38429,39109,1138,6847,2548,3823
Marion,Chlaydia,2022,570,650.7,88443,43228,45215,38582,39265,1143,6874,2558,3838
Marion,Chlaydia,2023,312,355.6,88794,43399,45395,38735,39421,1147,6901,2568,3853
Marion,Chlaydia,2024,467,532.9,89145,43571,45574,38888,39577,1152,6929,2578,3868
Marion,Gonorrhoea,2020,202,231.3,87742,42885,44857,38276,38954,1134,6820,2538,3808
Marion,Gonorrhoea,2021,221,252.7,88092,43056,45036,38429,39109,1138,6847,2548,3823
Marion,Gonorrhoea,2022,213,243.6,88443,43228,45215,38582,39265,1143,6874,2558,3838
Marion,Gonorrhoea,2023,194,221.3,88794,43399,45395,38735,39421,1147,6901,2568,3853
Marion,Gonorrhoea,2024,240,273.7,89145,43571,45574,38888,39577,1152,6929,2578,3868
Marion,Syphillis,2020,24,28.2,87742,42885,44857,38276,38954,1134,6820,2538,3808
Marion,Syphillis,2021,21,24.6,88092,43056,45036,38429,39109,1138,6847,2548,3823
Marion,Syphillis,2022,17,20.2,88443,43228,45215,38582,39265,1143,6874,2558,3838
Marion,Syphillis,2023,22,25.7,88794,43399,45395,38735,39421,1147,6901,2568,3853
Marion,Syphillis,2024,18,21.2,89145,43571,45574,38888,39577,1152,6929,2578,3868
Medina,Chlaydia,2020,415,400.5,103861,51782,52079,42579,36992,4602,7742,2096,2705
Medina,Chlaydia,2021,476,459.2,104276,51989,52287,42749,37139,4620,7772,2104,2715
Medina,Chlaydia,2022,388,373.8,104691,52196,52495,42919,37287,4638,7803,2112,2726
Medina,Chlaydia,2023,424,408.7,105107,52403,52703,43089,37435,4657,7834,2121,2737
Medina,Chlaydia,2024,363,349.9,105522,52610,52912,43260,37583,4675,7865,2129,2748
Medina,Gonorrhoea,2020,177,171.1,103861,51782,52079,42579,36992,4602,7742,2096,2705
Medina,Gonorrhoea,2021,177,171.1,104276,51989,52287,42749,37139,4620,7772,2104,2715
Medina,Gonorrhoea,2022,165,159.5,104691,52196,52495,42919,37287,4638,7803,2112,2726
Medina,Gonorrhoea,2023,168,162.7,105107,52403,52703,43089,37435,4657,7834,2121,2737
Medina,Gonorrhoea,2024,193,186.5,105522,52610,52912,43260,37583,4675,7865,2129,2748
Medina,Syphillis,2020,15,15.2,103861,51782,52079,42579,36992,4602,7742,2096,2705
Medina,Syphillis,2021,23,22.3,104276,51989,52287,42749,37139,4620,7772,2104,2715
Medina,Syphillis,2022,15,14.7,104691,52196,52495,42919,37287,4638,7803,2112,2726
Medina,Syphillis,2023,25,24.7,105107,52403,52703,43089,37435,4657,7834,2121,2737
Medina,Syphillis,2024,20,19.4,105522,52610,52912,43260,37583,4675,7865,2129,2748
Meigs,Chlaydia,2020,285,583.4,48916,23928,24988,21524,19158,4828,1558,603,1732
Meigs,Chlaydia,2021,264,541.5,49111,24023,25087,21610,19234,4847,1564,605,1738
Meigs,Chlaydia,2022,195,398.7,49307,24119,25187,21696,19311,4866,1570,607,1745
Meigs,Chlaydia,2023,198,405.1,49502,24215,25287,21782,19387,4885,1576,610,1752
Meigs,Chlaydia,2024,260,533.3,49698,24310,25387,21868,19464,4905,1582,612,1759
Meigs,Gonorrhoea,2020,82,169.4,48916,23928,24988,21524,19158,4828,1558,603,1732
Meigs,Gonorrhoea,2021,92,190.1,49111,24023,25087,21610,19234,4847,1564,605,1738
Meigs,Gonorrhoea,2022,111,227.4,49307,24119,25187,21696,19311,4866,1570,607,1745
Meigs,Gonorrhoea,2023,90,184.1,49502,24215,25287,21782,19387,4885,1576,610,1752
Meigs,Gonorrhoea,2024,76,156.5,49698,24310,25387,21868,19464,4905,1582,612,1759
Meigs,Syphillis,2020,12,26.1,48916,23928,24988,21524,19158,4828,1558,603,1732
Meigs,Syphillis,2021,7,15.8,49111,24023,25087,21610,19234,4847,1564,605,1738
Meigs,Syphillis,2022,11,23.4,49307,24119,25187,21696,19311,4866,1570,607,1745
Meigs,Syphillis,2023,10,20.7,49502,24215,25287,21782,19387,4885,1576,610,1752
Meigs,Syphillis,2024,8,17.1,49698,24310,25387,21868,19464,4905,1582,612,1759
Mercer,Chlaydia,2020,401,450.8,89024,44191,44833,33322,36814,9222,3923,3140,2200
Mercer,Chlaydia,2021,387,435.8,89380,44367,45012,33455,36961,9258,3938,3152,2208
Mercer,Chlaydia,2022,407,458.0,89736,44544,45191,33588,37108,9295,3954,3165,2217
Mercer,Chlaydia,2023,486,546.5,90092,44721,45370,33721,37255,9332,3970,3177,2226
Mercer,Chlaydia,2024,647,727.4,90448,44898,45550,33855,37403,9369,3985,3190,2235
Mercer,Gonorrhoea,2020,195,219.9,89024,44191,44833,33322,36814,9222,3923,3140,2200
Mercer,Gonorrhoea,2021,189,212.5,89380,44367,45012,33455,36961,9258,3938,3152,2208
Mercer,Gonorrhoea,2022,108,122.0,89736,44544,45191,33588,37108,9295,3954,3165,2217
Mercer,Gonorrhoea,2023,166,186.6,90092,44721,45370,33721,37255,9332,3970,3177,2226
Mercer,Gonorrhoea,2024,116,130.7,90448,44898,45550,33855,37403,9369,3985,3190,2235
Mercer,Syphillis,2020,18,20.6,89024,44191,44833,33322,36814,9222,3923,3140,2200
Mercer,Syphillis,2021,19,22.3,89380,44367,45012,33455,36961,9258,3938,3152,2208
Mercer,Syphillis,2022,26,29.3,89736,44544,45191,33588,37108,9295,3954,3165,2217
Mercer,Syphillis,2023,14,16.3,90092,44721,45370,33721,37255,9332,3970,3177,2226
Mercer,Syphillis,2024,19,21.5,90448,44898,45550,33855,37403,9369,3985,3190,2235
Miami,Chlaydia,2020,349,642.3,54476,26439,28037,22707,22930,2044,3376,1740,1246
Miami,Chlaydia,2021,240,441.2,54693,26544,28149,22797,23021,2052,3389,1746,1250
Miami,Chlaydia,2022,250,459.8,54911,26650,28261,22888,23113,2060,3403,1753,1255
Miami,Chlaydia,2023,331,607.9,55129,26756,28373,22979,23205,2068,3416,1760,1260
Miami,Chlaydia,2024,324,595.1,55347,26862,28485,23070,23296,2076,3430,1767,1265
Miami,Gonorrhoea,2020,93,172.0,54476,26439,28037,22707,22930,2044,3376,1740,1246
Miami,Gonorrhoea,2021,100,184.7,54693,26544,28149,22797,23021,2052,3389,1746,1250
Miami,Gonorrhoea,2022,90,165.7,54911,26650,28261,22888,23113,2060,3403,1753,1255
Miami,Gonorrhoea,2023,142,260.9,55129,26756,28373,22979,23205,2068,3416,1760,1260
Miami,Gonorrhoea,2024,93,170.9,55347,26862,28485,23070,23296,2076,3430,1767,1265
Miami,Syphillis,2020,12,23.2,54476,26439,28037,22707,22930,2044,3376,1740,1246
Miami,Syphillis,2021,14,27.1,54693,26544,28149,22797,23021,2052,3389,1746,1250
Miami,Syphillis,2022,14,27.1,54911,26650,28261,22888,23113,2060,3403,1753,1255
Miami,Syphillis,2023,12,22.9,55129,26756,28373,22979,23205,2068,3416,1760,1260
Miami,Syphillis,2024,20,37.2,55347,26862,28485,23070,23296,2076,3430,1767,1265
Monroe,Chlaydia,2020,564,442.6,127647,64193,63454,57915,47625,12854,10054,3552,2010
Monroe,Chlaydia,2021,725,568.7,128157,64449,63707,58146,47815,12905,10094,3566,2018
Monroe,Chlaydia,2022,765,599.9,128668,64706,63961,58378,48006,12956,10134,3580,2026
Monroe,Chlaydia,2023,490,384.2,129178,64963,64215,58609,48196,13008,10174,3594,2034
Monroe,Chlaydia,2024,723,566.5,129689,65220,64469,58841,48387,13059,10214,3608,2042
Monroe,Gonorrhoea,2020,323,253.7,127647,64193,63454,57915,47625,12854,10054,3552,2010
Monroe,Gonorrhoea,2021,266,208.9,128157,64449,63707,58146,47815,12905,10094,3566,2018
Monroe,Gonorrhoea,2022,324,254.4,128668,64706,63961,58378,48006,12956,10134,3580,2026
Monroe,Gonorrhoea,2023,288,225.9,129178,64963,64215,58609,48196,13008,10174,3594,2034
Monroe,Gonorrhoea,2024,299,235.0,129689,65220,64469,58841,48387,13059,10214,3608,2042
Monroe,Syphillis,2020,33,26.0,127647,64193,63454,57915,47625,12854,10054,3552,2010
Monroe,Syphillis,2021,33,26.2,128157,64449,63707,58146,47815,12905,10094,3566,2018
Monroe,Syphillis,2022,22,17.8,128668,64706,63961,58378,48006,12956,10134,3580,2026
Monroe,Syphillis,2023,21,16.9,129178,64963,64215,58609,48196,13008,10174,3594,2034
Monroe,Syphillis,2024,34,27.4,129689,65220,64469,58841,48387,13059,10214,3608,2042
Montgomery,Chlaydia,2020,2970,555.2,535000,265848,269152,242762,207732,39033,47561,12240,7603
Montgomery,Chlaydia,2021,3330,622.5,537140,266911,270228,243733,208562,39189,47751,12288,7633
Montgomery,Chlaydia,2022,3765,703.9,539280,267974,271305,244704,209393,39345,47941,12337,7663
Montgomery,Chlaydia,2023,2693,503.5,541420,269038,272381,245675,210224,39501,48131,12386,7694
Montgomery,Chlaydia,2024,2504,468.2,543560,270101,273458,246646,211055,39657,48321,12435,7724
Montgomery,Gonorrhoea,2020,1487,278.0,535000,265848,269152,242762,207732,39033,47561,12240,7603
Montgomery,Gonorrhoea,2021,1167,218.2,537140,266911,270228,243733,208562,39189,47751,12288,7633
Montgomery,Gonorrhoea,2022,964,180.2,539280,267974,271305,244704,209393,39345,47941,12337,7663
Montgomery,Gonorrhoea,2023,1430,267.4,541420,269038,272381,245675,210224,39501,48131,12386,7694
Montgomery,Gonorrhoea,2024,1116,208.7,543560,270101,273458,246646,211055,39657,48321,12435,7724
Montgomery,Syphillis,2020,141,26.4,535000,265848,269152,242762,207732,39033,47561,12240,7603
Montgomery,Syphillis,2021,151,28.3,537140,266911,270228,243733,208562,39189,47751,12288,7633
Montgomery,Syphillis,2022,106,19.9,539280,267974,271305,244704,209393,39345,47941,12337,7663
Montgomery,Syphillis,2023,164,30.8,541420,269038,272381,245675,210224,39501,48131,12386,7694
Montgomery,Syphillis,2024,208,38.9,543560,270101,273458,246646,211055,39657,48321,12435,7724
Morgan,Chlaydia,2020,486,331.2,146858,71262,75596,56370,65875,11756,9971,6372,2223
Morgan,Chlaydia,2021,519,353.6,147445,71547,75898,56595,66138,11803,10010,6397,2231
Morgan,Chlaydia,2022,469,319.4,148032,71832,76200,56820,66402,11850,10050,6422,2240
Morgan,Chlaydia,2023,525,357.8,148620,72117,76503,57046,66665,11897,10090,6448,2249
Morgan,Chlaydia,2024,646,439.9,149207,72402,76805,57271,66929,11944,10130,6473,2258
Morgan,Gonorrhoea,2020,271,185.2,146858,71262,75596,56370,65875,11756,9971,6372,2223
Morgan,Gonorrhoea,2021,260,177.5,147445,71547,75898,56595,66138,11803,10010,6397,2231
Morgan,Gonorrhoea,2022,191,130.6,148032,71832,76200,56820,66402,11850,10050,6422,2240
Morgan,Gonorrhoea,2023,205,139.8,148620,72117,76503,57046,66665,11897,10090,6448,2249
Morgan,Gonorrhoea,2024,263,179.5,149207,72402,76805,57271,66929,11944,10130,6473,2258
Morgan,Syphillis,2020,26,18.3,146858,71262,75596,56370,65875,11756,9971,6372,2223
Morgan,Syphillis,2021,33,22.8,147445,71547,75898,56595,66138,11803,10010,6397,2231
Morgan,Syphillis,2022,30,21.1,148032,71832,76200,56820,66402,11850,10050,6422,2240
